,price,floor,bedroomCount,netHabitableSurface,bathroomCount,condition
2840,69000,2,1,24,1,0
2841,69000,2,1,18,1,0
2842,69000,3,1,24,1,0
2843,119000,4,2,60,1,2
2844,69000,3,1,18,1,0
2845,69000,1,1,18,1,0
2846,319000,3,2,75,1,5
2847,350000,2,3,146,2,4
2848,329000,2,2,120,1,5
2850,229000,3,3,116,1,5
2851,285000,4,1,56,1,5
2852,260000,2,2,98,1,4
2854,495000,4,2,100,1,5
2855,435000,1,3,120,1,4
2856,285000,4,2,97,1,5
2857,735000,2,2,86,1,5
2859,298000,1,2,105,1,5
2860,69000,1,1,24,1,0
2862,349000,1,4,169,1,5
2864,284500,2,3,93,1,5
2865,315000,1,2,79,1,5
2867,181000,2,2,82,1,4
2869,183000,2,2,104,1,4
2873,329000,3,2,102,1,5
2875,230000,1,2,83,1,5
2877,155000,3,2,89,1,0
2878,295000,3,2,90,1,4
2880,139000,3,1,39,1,4
2881,240000,2,3,83,1,4
2882,299000,4,1,90,1,4
2883,215000,1,2,75,1,5
2884,475000,2,3,93,1,5
2885,475000,4,2,124,1,5
2888,545000,0,4,252,2,5
2889,195000,0,1,138,1,5
2890,569000,0,5,245,2,0
2892,865000,2,3,168,2,5
2894,329000,0,2,109,1,5
2896,325000,2,2,75,1,4
2897,249000,2,2,84,1,4
2901,1850000,0,1,261,1,5
2902,139000,0,3,94,1,5
2903,327000,0,2,80,1,4
2907,470000,3,2,153,1,5
2913,275000,5,1,53,1,4
2915,289000,1,3,141,1,4
2916,375000,2,1,102,1,4
2917,185000,0,2,83,1,4
2919,225000,1,2,74,1,4
2920,338000,2,2,160,1,5
2921,342500,3,2,104,1,4
2922,289000,5,3,125,2,4
2924,519000,1,2,174,1,4
2925,330000,3,3,134,1,4
2928,660000,3,4,233,3,4
2929,270000,3,1,66,1,4
2930,265000,2,2,85,1,4
2931,218000,1,2,78,1,4
2932,289000,0,3,101,1,4
2933,375000,0,2,90,1,4
2935,289000,0,3,101,1,4
2937,230000,2,2,75,1,0
2938,165000,1,1,45,1,4
2942,1140000,3,3,133,2,3
2943,475000,2,2,104,2,4
2944,420000,2,2,175,2,3
2947,275000,2,3,135,1,0
2948,210000,11,1,64,1,4
2950,298000,2,2,94,1,4
2951,297000,1,2,81,1,5
2952,325000,0,3,98,1,4
2953,355000,7,3,110,1,4
2955,325000,1,3,140,1,5
2959,255500,1,2,87,1,5
2964,175000,7,2,71,1,0
2965,275000,4,3,153,1,4
2966,395000,2,3,145,2,4
2967,440000,6,2,113,1,3
2969,370000,5,1,48,1,4
2970,369000,1,3,110,1,5
2971,385000,1,2,95,1,4
2972,319000,1,2,140,1,5
2973,239000,5,2,95,1,4
2974,205000,1,2,99,1,4
2975,195000,0,2,99,1,4
2976,395000,0,3,110,1,4
2984,515000,3,3,157,1,3
2987,498000,2,2,177,1,4
2988,399000,3,1,36,1,4
2989,435000,2,2,95,1,4
2990,299000,0,1,68,1,4
2996,399000,2,3,120,1,4
2997,895000,3,3,313,2,4
2998,189000,1,2,90,1,0
2999,355000,6,2,86,1,4
3000,179000,1,2,90,1,0
3001,149000,2,3,90,1,0
3002,229000,0,3,115,1,0
3004,225000,5,1,64,1,0
3005,315000,2,3,146,2,4
3006,375000,2,2,104,1,5
3007,229000,0,3,115,1,0
3008,350000,4,3,125,1,5
3009,499000,0,2,112,1,4
3010,219000,1,2,133,1,5
3012,449000,0,2,155,2,3
3013,205000,0,1,62,1,4
3014,169000,3,2,80,1,4
3019,514000,5,2,135,1,5
3022,1450000,3,2,95,2,3
3028,119000,0,1,62,1,4
3029,210000,1,0,30,1,5
3031,325000,0,2,90,2,4
3035,289000,1,2,81,1,4
3036,200000,0,2,80,1,4
3037,425000,6,2,72,1,4
3038,449000,2,4,171,2,3
3039,285000,0,2,145,1,4
3040,285000,1,3,147,1,4
3041,395000,0,3,120,1,4
3042,199000,0,2,95,1,5
3043,219000,1,3,123,2,4
3049,154000,1,2,60,1,4
3051,445000,3,2,190,1,5
3052,280000,2,2,85,1,4
3053,300000,1,2,98,1,5
3056,160000,2,2,105,1,0
3060,249500,2,2,138,1,4
3062,159000,3,1,60,1,0
3063,220000,2,2,90,1,4
3065,325000,1,2,90,1,5
3068,199000,0,2,90,1,4
3070,239000,2,1,79,1,5
3071,322000,2,2,69,1,3
3072,320000,2,1,67,1,4
3073,565000,3,2,90,2,5
3074,299000,5,1,54,1,5
3076,1265000,0,2,110,1,4
3078,245000,7,1,77,1,2
3079,239500,0,3,223,2,4
3081,220000,2,2,85,1,5
3084,420000,0,2,92,1,5
3085,255000,4,2,85,1,4
3086,105000,0,1,30,1,4
3087,260000,0,1,76,1,5
3091,253000,3,1,68,1,4
3092,499000,1,3,98,2,4
3093,160000,7,3,123,1,3
3094,595000,4,2,165,1,4
3096,175000,3,1,59,1,5
3097,349000,0,3,176,1,5
3100,176000,0,1,79,1,3
3101,265000,1,3,182,1,4
3103,215000,1,3,125,1,4
3109,294820,2,2,82,1,4
3110,294820,3,2,84,1,4
3111,254620,5,1,71,1,4
3112,556453,0,3,132,2,5
3113,393300,1,2,92,1,5
3114,530328,2,3,127,2,5
3115,367726,4,1,85,1,5
3116,301948,1,1,70,1,5
3117,1450000,0,2,99,2,4
3119,369000,1,2,96,1,4
3123,365000,1,2,93,1,4
3124,258000,3,2,91,1,5
3126,329000,0,4,231,2,4
3132,319000,1,2,103,1,4
3133,359000,2,2,128,1,5
3134,385000,4,2,92,1,5
3135,545000,6,3,100,2,4
3136,155000,7,1,40,1,4
3137,234000,2,2,80,1,4
3139,115000,3,2,75,1,5
3141,249000,1,1,64,1,5
3142,599000,2,2,196,1,5
3143,750000,1,2,197,2,5
3144,265000,2,1,60,1,5
3150,269000,3,2,95,1,4
3151,458000,0,3,118,1,5
3152,329000,3,1,99,1,5
3154,378000,2,2,99,1,5
3155,261500,1,1,74,1,5
3157,235000,5,2,63,1,5
3159,495000,3,2,77,1,5
3161,156000,1,1,57,1,5
3163,348500,0,1,75,1,3
3164,425000,3,1,88,1,3
3165,275000,0,2,84,1,4
3167,320000,2,3,165,1,2
3168,245000,1,2,110,1,5
3169,285000,2,3,130,2,5
3175,255000,1,2,75,1,5
3176,317000,0,2,107,1,5
3177,99000,0,1,47,1,2
3193,149000,0,3,98,1,4
3195,465000,8,2,111,1,0
3196,93000,1,1,42,1,4
3197,725000,5,3,144,2,4
3198,295000,3,3,125,1,0
3199,119000,1,1,51,1,5
3202,465000,0,2,112,1,5
3203,465000,0,2,112,1,5
3204,465000,0,2,112,1,5
3205,535000,3,3,135,1,5
3206,169000,5,0,35,1,5
3208,219000,2,2,88,1,4
3209,295000,3,3,110,2,4
3210,179000,2,1,36,1,4
3211,255000,5,2,67,2,4
3212,137500,4,1,28,1,4
3213,199000,2,0,31,1,4
3214,149000,2,0,34,1,4
3215,479000,7,3,126,2,4
3216,880855,0,3,260,3,5
3217,419000,2,3,164,1,3
3218,165000,1,2,75,1,4
3219,249000,1,2,141,1,4
3220,275000,1,3,130,1,2
3221,288000,0,4,138,1,0
3222,109000,2,0,34,1,4
3223,276000,3,2,103,1,5
3224,175000,2,2,100,1,4
3225,259000,2,3,121,1,5
3226,315000,4,2,86,1,5
3227,269000,4,3,103,1,5
3228,949000,5,2,189,2,5
3229,319000,5,2,122,1,5
3230,450000,2,3,145,2,4
3231,200000,5,2,78,1,2
3232,230000,5,2,78,1,2
3233,380000,0,1,77,1,5
3234,259000,0,2,110,1,5
3235,129000,0,1,55,1,4
3236,370000,0,1,77,1,5
3237,380000,0,1,77,1,5
3238,299000,3,2,88,1,5
3239,373000,2,3,150,1,4
3241,760000,1,3,129,2,5
3242,179000,11,3,105,1,2
3243,1030000,4,3,137,2,5
3244,440000,1,1,69,1,5
3245,229000,1,2,78,1,4
3246,610000,1,2,100,2,5
3247,520000,1,2,85,1,5
3249,295000,3,2,80,1,4
3250,175000,1,2,91,1,5
3251,185000,2,2,91,1,5
3253,395000,1,0,57,1,5
3254,189000,0,2,97,1,4
3255,450000,3,3,316,2,5
3256,185000,3,2,91,1,5
3260,244000,1,2,87,1,5
3262,239500,0,1,92,1,4
3263,269000,3,3,122,1,4
3264,305000,0,3,120,1,4
3266,1450000,2,2,76,2,5
3267,299000,0,2,75,1,3
3268,589000,2,2,61,1,5
3269,448000,4,0,40,1,5
3270,257000,0,2,97,1,5
3271,283000,0,2,110,1,5
3278,695000,2,3,118,2,5
3279,308000,0,2,125,1,5
3281,314000,2,3,167,1,5
3282,299000,1,2,96,1,5
3284,490000,1,2,105,1,5
3285,515000,0,5,220,3,4
3288,199000,2,2,95,1,5
3290,595000,4,2,122,2,5
3291,244500,2,2,95,1,5
3292,390000,0,2,88,1,5
3294,390000,0,2,88,1,5
3295,249000,1,2,103,1,0
3296,215000,3,2,90,1,5
3297,275000,0,1,72,1,5
3301,199000,3,2,97,1,0
3303,79000,0,1,75,1,4
3304,449000,4,2,105,1,0
3305,329000,2,2,87,1,5
3310,262500,4,0,49,1,5
3311,521500,0,2,105,1,5
3313,499000,0,3,161,2,5
3314,345500,0,1,70,1,5
3316,780000,2,4,209,3,2
3318,199000,0,3,109,1,4
3319,175000,0,3,108,1,0
3320,220000,2,2,90,1,4
3322,199000,1,2,70,1,5
3324,495000,2,2,126,1,3
3325,129000,1,2,123,1,4
3326,99000,2,2,68,1,4
3328,99000,2,1,50,1,4
3334,399000,1,3,104,2,5
3335,249000,0,2,110,1,4
3336,665796,0,3,166,1,5
3337,150000,1,3,103,1,0
3338,535000,1,4,170,1,5
3341,194000,1,1,63,1,4
3342,535000,2,2,100,1,5
3344,265000,3,1,75,1,5
3345,274000,1,2,71,1,5
3346,470000,6,4,146,2,4
3350,134950,1,2,80,1,1
3351,345000,1,3,124,1,5
3353,548000,0,3,144,1,5
3354,295000,2,2,95,1,4
3355,595000,2,2,217,2,5
3362,220000,1,1,55,1,4
3363,139000,2,2,119,1,4
3365,149000,9,0,40,1,4
3367,430000,3,2,150,1,5
3369,819000,6,2,187,1,5
3370,260000,3,2,64,1,4
3371,1875000,2,4,128,2,5
3374,1270000,0,3,205,3,4
3375,260000,3,1,55,1,4
3376,495000,0,1,45,1,4
3377,1175000,6,2,72,2,4
3379,297500,1,1,90,1,4
3383,450000,3,6,315,3,4
3386,189000,4,2,89,1,4
3388,225000,0,2,90,1,4
3389,299000,1,2,105,1,4
3390,239500,3,2,62,1,4
3391,320000,1,2,90,1,4
3392,290000,10,3,86,1,4
3393,365000,0,2,120,1,5
3395,259000,1,3,138,1,4
3399,249000,1,2,111,1,4
3400,208500,0,2,91,1,3
3401,210000,9,2,88,1,2
3403,169000,0,1,75,1,5
3405,299000,10,2,95,1,3
3406,385000,1,3,145,2,4
3407,140000,1,2,65,1,4
3408,145000,1,2,70,1,4
3409,279000,0,1,82,1,4
3410,675000,0,2,120,2,4
3411,385000,1,3,145,2,4
3412,275000,1,2,105,1,4
3413,399000,0,2,96,1,4
3415,235000,0,1,70,1,4
3416,230000,1,2,91,1,4
3417,227000,0,2,122,1,0
3418,249000,2,2,90,1,5
3420,425000,1,2,94,1,3
3423,269000,2,2,104,1,4
3424,209000,2,2,70,1,4
3427,549000,1,3,132,1,3
3428,825000,2,4,140,1,5
3429,145000,2,2,90,1,5
3432,425000,0,2,111,1,5
3433,369000,0,3,193,2,4
3435,249000,0,2,95,1,4
3436,795000,7,2,170,3,4
3437,850000,8,3,312,2,5
3439,495000,2,2,116,1,4
3442,135000,0,1,50,1,4
3443,649000,0,3,190,2,4
3445,195000,0,1,42,1,4
3446,295000,1,3,105,1,4
3448,295000,1,2,90,2,4
3450,1795000,3,3,125,3,4
3452,415000,0,4,244,2,4
3453,415000,0,4,244,2,4
3454,415000,0,4,244,2,4
3455,135000,2,2,78,1,4
3456,399000,6,2,118,2,0
3458,299000,10,2,80,1,3
3459,449000,1,3,110,1,5
3461,229000,0,2,78,1,4
3464,160000,1,1,50,1,4
3467,324000,2,2,118,1,1
3468,225000,0,3,138,1,0
3469,199000,2,1,48,1,3
3470,239000,0,1,43,1,5
3475,235000,1,1,50,1,4
3476,750000,1,3,202,2,4
3477,205000,1,1,55,1,4
3480,295000,3,3,110,1,4
3481,320000,4,1,60,1,0
3482,158000,3,3,87,1,4
3483,172500,2,1,74,1,0
3484,239000,0,2,78,1,4
3486,245000,3,2,100,1,5
3487,525000,4,2,120,1,0
3488,169000,0,1,51,1,4
3489,230000,1,1,35,1,5
3490,245500,0,2,76,1,5
3491,218500,2,3,98,1,4
3492,129000,0,2,80,1,0
3493,344000,4,2,100,1,4
3494,195000,5,2,87,1,4
3495,1400000,2,4,240,2,3
3496,165000,0,1,54,1,5
3497,185000,0,2,87,1,4
3498,195000,4,2,80,1,2
3499,275000,4,3,93,1,4
3500,157000,1,2,90,1,0
3503,259000,1,1,75,1,4
3504,269000,0,2,72,1,5
3505,158000,3,2,70,1,4
3506,285000,4,3,125,2,4
3510,189000,4,1,45,1,4
3511,215000,1,1,72,1,4
3512,499000,3,2,110,1,4
3515,140000,1,3,86,1,0
3516,475000,4,2,230,1,5
3523,249000,0,2,100,1,4
3524,295000,2,1,65,1,4
3525,265000,1,2,100,1,4
3526,215000,2,1,68,1,4
3527,895000,5,3,280,2,4
3531,318000,1,1,84,1,3
3533,1550000,2,2,242,2,3
3534,329000,0,3,129,1,4
3535,895000,1,3,169,2,3
3540,349500,0,2,240,1,5
3542,330000,2,1,108,1,4
3544,265000,0,2,80,1,3
3545,249000,1,3,104,1,5
3549,375000,0,3,144,1,5
3550,229000,0,1,65,1,5
3551,249000,3,2,138,2,4
3552,499000,1,2,120,1,3
3553,185000,3,2,61,1,5
3555,399000,3,2,82,1,5
3556,395000,0,2,117,1,5
3558,1025000,3,3,265,2,4
3559,1875000,2,4,128,2,5
3560,195000,2,1,84,1,5
3562,1795000,3,3,113,3,5
3564,189000,0,1,52,1,4
3566,150000,3,0,41,1,3
3568,1295000,4,3,191,1,4
3569,249000,6,2,88,1,5
3575,369000,1,3,101,1,0
3579,260000,2,2,95,1,5
3580,695000,0,4,190,2,4
3581,195000,1,1,42,1,3
3583,220000,3,1,63,1,5
3585,199000,0,2,97,1,5
3587,499000,2,2,100,1,2
3588,120000,3,0,26,1,3
3589,359000,0,2,76,1,3
3590,209000,8,2,61,1,2
3591,295000,0,2,112,1,5
3593,675000,5,3,96,2,3
3594,379000,5,3,106,2,5
3596,210000,0,1,54,1,5
3599,489000,3,3,156,2,5
3600,335000,4,3,95,1,5
3601,459000,7,3,150,2,4
3602,350000,1,2,89,1,3
3603,170000,1,1,50,1,0
3604,275000,0,2,92,1,4
3605,167500,4,1,24,1,4
3606,245000,0,2,68,1,0
3607,207500,4,1,60,1,4
3608,369000,0,2,85,1,4
3609,149500,0,2,70,1,4
3610,420000,5,2,110,1,5
3612,147000,0,0,38,1,4
3620,224000,13,2,90,1,3
3621,275000,0,2,106,1,4
3623,1265000,0,2,105,1,5
3624,165000,3,2,85,1,4
3625,1795000,3,3,125,3,5
3626,350000,3,2,107,1,4
3627,459000,0,3,150,1,0
3629,175000,3,2,78,1,0
3630,175000,2,2,78,1,0
3631,315000,2,1,83,1,5
3633,294000,1,2,95,1,5
3634,158000,2,1,60,1,4
3635,249000,4,1,48,1,5
3636,299000,1,2,97,1,5
3638,295000,0,1,90,1,5
3639,265000,3,1,48,1,5
3644,395000,1,3,113,2,4
3645,280000,0,2,96,1,4
3648,560000,0,3,110,1,5
3649,374900,1,3,110,1,3
3650,315000,0,3,161,2,0
3651,285000,4,2,95,1,4
3652,229000,3,2,74,1,5
3653,133000,2,1,55,1,0
3655,199000,1,2,80,1,4
3656,369000,1,2,106,1,5
3657,379000,0,3,131,1,5
3658,309000,1,2,80,1,5
3659,189000,6,1,48,1,5
3660,149000,3,1,79,1,4
3661,545000,5,3,150,1,4
3662,1410000,6,3,184,2,5
3663,765000,1,2,119,2,5
3664,295000,2,3,126,1,4
3665,309000,3,3,117,1,5
3666,179000,1,1,60,1,4
3668,329000,0,3,110,1,4
3669,329000,0,3,110,1,4
3707,460000,1,2,102,2,3
3708,470000,2,2,102,2,5
3709,245000,1,0,48,1,5
3710,252500,2,0,48,1,5
3711,580000,3,3,126,2,5
3712,299000,0,2,96,1,5
3713,279000,3,2,101,1,4
3714,299000,2,2,108,1,5
3716,1895000,3,3,265,2,4
3717,415000,4,2,78,1,5
3721,345000,0,3,112,1,4
3725,895000,3,3,210,2,5
3728,695000,4,2,85,1,5
3729,1795000,3,3,125,3,3
3730,245000,2,1,65,1,4
3731,209000,0,2,80,1,5
3732,249000,0,3,228,1,0
3733,139000,2,1,81,1,4
3734,139000,1,1,81,1,4
3735,139000,3,1,81,1,4
3736,750000,7,2,87,1,4
3737,795000,1,3,87,2,4
3739,395000,5,2,134,2,5
3740,695000,1,2,87,1,4
3741,1875000,2,4,128,2,5
3743,265000,9,2,75,1,5
3745,260000,3,3,120,1,4
3746,188000,1,2,97,1,5
3747,159000,3,1,85,1,5
3748,355000,0,2,88,1,5
3749,399000,8,4,140,2,5
3750,235000,1,1,75,1,4
3754,319000,0,2,75,1,4
3755,199000,2,2,70,1,4
3756,469000,0,4,160,1,5
3757,169000,1,2,72,1,4
3759,250000,1,3,175,2,4
3761,269000,1,2,74,1,5
3762,310000,0,1,70,1,5
3763,533000,1,3,131,2,5
3764,174000,15,0,34,1,5
3765,295000,1,1,70,1,5
3768,535000,0,4,121,2,5
3770,425000,0,4,153,2,3
3771,379000,3,2,100,1,5
3772,474000,4,3,128,2,4
3773,290000,2,2,145,1,5
3776,350000,3,2,70,2,5
3777,155000,5,0,33,1,5
3778,225000,10,2,95,1,0
3779,280000,4,3,100,1,5
3780,435000,2,2,105,1,3
3781,220000,1,1,61,1,5
3782,135000,1,0,33,1,5
3783,269000,2,2,115,1,4
3785,240000,0,2,80,1,4
3786,249000,1,2,70,1,4
3788,249000,3,2,70,1,4
3791,279000,0,2,65,1,4
3792,239000,1,2,126,1,4
3793,284000,0,1,97,1,4
3795,279000,2,4,184,1,5
3796,165000,0,1,54,1,5
3797,349000,2,3,218,1,0
3798,189000,3,1,70,1,0
3799,795000,3,3,88,2,4
3801,179000,7,2,83,1,4
3802,175000,2,2,87,1,5
3803,275000,4,2,112,1,4
3804,189000,3,2,74,1,4
3807,1950000,1,3,214,2,4
3808,850000,6,4,230,2,0
3811,249000,2,2,86,1,0
3814,1295000,4,3,347,3,5
3815,549000,3,1,206,2,5
3816,779000,1,2,160,1,3
3818,399000,2,3,152,1,4
3820,235000,4,2,74,1,4
3821,168000,2,2,86,1,4
3822,450000,1,3,281,2,4
3823,745000,2,4,150,3,4
3824,479000,1,3,140,2,5
3828,279000,1,3,105,1,4
3830,395000,3,3,306,1,2
3831,125000,7,2,75,1,4
3832,315000,0,2,90,1,0
3833,289000,0,2,85,1,4
3834,149900,2,1,60,1,2
3838,225000,5,1,64,1,0
3840,149995,0,3,218,1,3
3841,225000,8,2,95,1,4
3843,215000,2,1,79,1,4
3848,255000,2,2,94,1,4
3850,239000,0,2,101,1,4
3856,349000,0,2,123,1,4
3857,349000,0,2,123,1,4
3864,445000,3,2,121,1,4
3865,345000,12,3,110,1,4
3866,335000,2,2,92,1,5
3868,289000,2,2,110,1,4
3869,215000,0,2,117,1,4
3871,899000,0,2,174,2,4
3874,215000,2,1,38,1,4
3876,354000,0,3,145,1,4
3879,150000,2,0,44,1,5
3880,244000,0,2,135,2,4
3889,320000,5,3,110,1,5
3891,140000,2,2,90,1,4
3892,245000,3,2,106,1,4
3893,360000,7,3,95,1,4
3895,278700,3,1,76,1,5
3896,431325,2,3,146,2,5
3897,434825,2,3,148,2,5
3898,417010,3,2,165,2,5
3899,272700,2,1,76,1,5
3900,373200,2,3,126,2,5
3901,363700,2,3,111,2,5
3902,359700,1,3,112,1,5
3903,332200,2,2,97,1,5
3904,319700,1,2,97,1,5
3905,369700,1,2,126,1,5
3906,274325,0,1,86,1,5
3907,270325,0,1,85,1,5
3908,268700,1,1,76,1,5
3909,264200,0,1,76,1,5
3910,345010,0,2,111,1,5
3911,291325,0,2,95,1,5
3912,365325,0,3,113,2,5
3913,199000,2,1,83,1,4
3915,229000,0,1,57,1,5
3916,210000,1,2,83,1,4
3918,465000,5,3,119,1,3
3919,297000,0,1,75,1,4
3920,465000,0,3,292,1,4
3921,302109,0,1,75,1,4
3922,292906,0,1,75,1,4
3923,430146,0,2,103,1,4
3924,189000,2,2,90,1,4
3926,390000,4,2,80,1,4
3929,229000,0,1,57,1,5
3931,265000,3,1,70,1,4
3933,205000,2,3,140,1,4
3935,580000,0,3,123,1,3
3936,540000,2,4,175,2,2
3937,235000,9,2,90,1,3
3938,219000,0,2,60,1,3
3939,249000,2,4,192,2,4
3941,163000,0,2,96,1,4
3942,169000,2,2,70,1,4
3943,215000,9,3,100,1,4
3944,179000,0,2,93,1,3
3945,255000,1,3,96,1,4
3946,225000,1,2,72,1,3
3947,235000,3,2,72,1,3
3949,264900,3,3,112,1,3
3950,265000,1,2,92,1,4
3951,145000,8,1,34,1,4
3952,715000,4,3,215,1,4
3953,175000,2,2,75,1,4
3954,199000,3,3,133,1,4
3955,274900,0,1,88,1,4
3956,164900,2,2,86,1,4
3957,221000,2,2,100,1,4
3958,384000,1,2,116,1,4
3959,255000,2,3,125,1,4
3961,295000,0,2,85,1,3
3962,249500,0,3,97,1,4
3969,285000,3,1,90,1,4
3972,250000,4,2,115,1,4
3973,299000,1,2,104,1,5
3976,280000,2,2,80,1,4
3979,375000,1,2,97,1,4
3980,725000,1,3,215,2,5
3981,299000,2,1,80,1,3
3982,389000,3,2,116,1,4
3987,325000,0,1,135,1,2
3988,325000,0,1,135,1,2
3990,279000,2,4,104,1,3
3991,249000,1,1,50,1,4
3993,535000,3,2,87,1,5
3994,315000,2,2,76,1,0
3995,335000,3,2,120,1,5
4016,232000,2,2,94,1,2
4017,239000,1,3,101,1,5
4021,435000,2,2,97,1,3
4023,350000,2,2,113,1,5
4024,348000,0,3,146,2,5
4032,229900,4,2,92,1,5
4036,159000,0,2,110,1,0
4039,315000,0,3,110,1,5
4040,169000,1,1,52,1,0
4049,125000,0,1,35,1,5
4051,169000,11,1,60,1,4
4052,250000,4,1,59,1,4
4053,279000,0,2,80,1,5
4054,375000,2,3,145,1,4
4055,295000,0,3,121,1,4
4056,325000,3,2,122,1,4
4058,269000,2,2,120,2,4
4059,168000,14,2,82,1,4
4061,495000,5,2,144,2,5
4062,260000,5,2,91,1,0
4063,198000,5,2,92,1,4
4064,395000,2,2,110,1,5
4065,405000,1,3,117,1,5
4066,425000,0,3,137,1,5
4067,595000,4,3,140,2,5
4068,465000,0,4,162,2,5
4069,324000,0,2,119,1,5
4070,545000,0,3,153,1,5
4071,224000,0,1,71,1,5
4073,324000,0,2,119,1,5
4074,290000,6,2,85,1,5
4075,189000,14,2,84,1,4
4076,369000,2,3,133,2,3
4077,249000,2,3,117,1,5
4078,375000,0,3,115,1,0
4079,190000,0,0,38,1,5
4080,149000,3,2,95,1,4
4081,129000,2,2,94,1,0
4082,345000,2,3,132,2,0
4083,445000,3,3,122,2,5
4084,219000,0,2,75,1,5
4085,365000,2,2,88,2,4
4087,285000,1,2,80,1,5
4088,675000,2,2,112,2,5
4089,675000,2,2,112,2,5
4090,307900,1,2,80,1,5
4091,317900,0,2,80,1,5
4092,297900,2,2,78,1,3
4095,395000,15,2,94,1,5
4096,225000,1,2,125,1,4
4097,445000,2,4,218,1,4
4098,346500,1,1,88,1,5
4099,356500,2,1,91,1,5
4100,185000,0,1,48,1,5
4101,269000,0,1,64,1,5
4102,215000,3,3,92,1,5
4103,259000,2,2,90,1,5
4104,249163,0,1,67,1,5
4105,175000,0,1,76,1,0
4106,249000,0,2,100,1,2
4107,448000,2,2,134,1,5
4108,1195000,3,4,214,3,5
4109,229000,3,2,112,1,4
4111,169000,5,2,97,1,5
4112,389000,3,2,106,1,5
4113,874350,2,3,194,2,5
4114,289000,2,2,105,2,4
4115,305000,1,2,72,1,4
4117,199000,1,2,60,1,4
4119,199000,3,1,60,1,2
4120,195000,3,1,60,1,2
4121,335000,1,2,86,1,4
4123,1000000,2,1,72,1,5
4124,495000,3,3,98,1,4
4126,545000,2,2,106,2,4
4127,305000,2,3,112,1,5
4128,229000,0,1,58,1,4
4129,190000,0,2,89,1,0
4130,195000,0,2,94,1,0
4131,109000,0,1,60,1,4
4132,249000,0,1,56,1,5
4134,230000,0,1,40,1,3
4135,230000,1,3,100,1,4
4136,230000,3,3,100,1,4
4137,253895,2,2,89,1,5
4138,308485,2,3,112,1,5
4139,323935,2,3,120,1,5
4140,318270,0,3,124,1,5
4142,299000,1,2,84,1,5
4144,154000,0,2,70,1,4
4145,149000,0,1,62,1,4
4147,245000,0,2,78,1,5
4149,795000,6,3,200,2,5
4151,365000,2,3,191,1,5
4152,228000,3,2,95,1,4
4154,179900,1,1,65,1,4
4155,325000,9,3,114,1,4
4156,210000,1,2,87,1,4
4157,245000,1,4,155,2,4
4159,325000,3,2,100,1,4
4167,275000,1,2,78,2,3
4168,252700,0,1,133,1,5
4170,299000,3,2,97,1,5
4171,99000,3,2,49,1,4
4173,215000,0,2,64,1,2
4174,329000,0,2,94,1,2
4175,325000,1,1,86,1,5
4176,190000,0,1,72,1,4
4177,278932,0,2,106,1,4
4178,309251,0,2,117,1,4
4180,288277,0,2,109,1,4
4181,303922,0,2,115,1,4
4182,695000,1,2,97,2,4
4184,109000,4,1,29,1,4
4185,249000,2,2,86,1,4
4186,249000,2,2,86,1,4
4187,198000,0,1,72,1,4
4188,649000,3,2,130,1,4
4189,448000,0,0,40,1,4
4190,699000,0,2,81,2,4
4192,215000,1,2,92,1,4
4193,249000,2,2,86,1,4
4194,249000,0,2,110,1,2
4196,288000,0,3,146,1,4
4197,249000,0,2,110,1,2
4199,267000,2,3,102,1,4
4201,229000,2,2,78,1,3
4204,649000,6,4,190,2,4
4206,325000,0,2,96,1,4
4209,535000,4,4,149,2,4
4210,399000,2,2,145,1,5
4212,795000,6,3,200,2,0
4213,239000,14,3,90,1,4
4214,132500,0,1,38,1,4
4216,399000,0,2,81,1,4
4218,150000,2,3,97,1,4
4219,129000,2,2,55,1,4
4221,210000,2,2,70,1,4
4227,190000,1,2,86,1,5
4228,275000,2,2,90,1,4
4231,398000,3,2,76,1,5
4232,160000,2,2,76,2,4
4233,160000,2,2,75,2,4
4234,150000,1,1,53,1,4
4235,95000,0,0,26,1,4
4237,440000,2,4,138,2,4
4238,275000,1,2,80,1,4
4239,349000,1,3,109,1,5
4241,399000,1,2,101,1,4
4243,1290000,3,3,292,2,4
4244,383500,1,2,110,1,5
4246,597000,3,3,166,1,5
4247,339000,1,3,95,1,4
4248,289000,1,2,70,1,4
4249,210000,0,3,212,1,2
4250,79000,1,1,30,1,4
4251,295000,4,2,77,1,4
4252,200000,3,2,85,1,4
4253,220000,7,3,93,1,4
4255,199900,1,2,104,1,5
4258,89000,3,1,30,1,4
4260,460000,0,2,90,1,5
4261,530000,3,3,131,1,5
4263,370000,1,2,66,1,5
4267,345000,6,3,95,1,4
4272,390000,3,2,93,2,5
4273,385000,2,2,131,1,4
4274,229000,1,1,67,1,4
4276,158000,0,2,79,1,4
4280,350000,3,2,120,1,5
4281,155000,3,1,53,1,4
4283,255000,1,2,100,1,5
4287,1795000,3,3,125,3,4
4288,350000,3,2,120,1,5
4289,1195000,4,2,158,2,4
4290,299000,4,2,80,1,4
4292,290000,1,2,100,1,2
4293,399000,0,2,120,2,5
4294,375000,3,2,100,2,5
4295,149000,7,0,45,1,5
4297,1495000,7,3,234,3,3
4298,295000,1,4,112,1,3
4304,140000,2,1,49,1,2
4305,635000,1,2,135,1,5
4306,192500,1,2,97,1,4
4307,199000,2,2,108,1,4
4308,210000,0,2,103,1,4
