,price,floor,bedroomCount,netHabitableSurface,bathroomCount,condition
7281,389000,3,4,163,1,5
7282,235000,1,3,93,1,3
7283,129000,0,0,43,1,3
7284,160000,4,2,84,1,5
7291,449000,7,2,87,1,5
7292,139000,0,1,71,1,3
7293,125000,0,2,90,1,0
7295,340000,0,4,320,2,4
7297,190000,0,3,102,1,4
7298,313000,2,3,106,1,4
7299,276000,1,2,91,1,4
7300,263000,2,1,88,1,4
7301,255000,3,2,90,1,5
7302,195000,3,1,48,1,4
7303,250000,1,2,90,1,5
7304,349000,3,5,140,1,4
7307,328000,4,3,95,1,3
7308,359000,3,2,82,1,5
7311,495000,0,3,121,2,5
7312,264500,0,2,90,1,4
7313,645000,0,3,133,2,5
7314,440000,6,3,113,2,5
7315,354385,5,3,113,2,5
7316,307000,5,1,83,1,5
7317,324457,5,2,94,1,5
7318,418000,6,2,114,1,5
7319,344000,6,1,83,1,5
7320,895000,7,3,191,2,4
7321,199000,2,1,74,1,0
7322,185000,12,1,55,1,5
7323,185000,12,1,55,1,5
7324,149500,1,1,65,1,4
7332,799000,6,2,128,1,4
7333,125000,2,1,75,1,2
7335,329000,1,2,140,1,4
7336,440000,0,2,90,1,5
7337,380000,2,3,110,1,4
7338,695000,1,2,86,2,5
7339,275000,0,3,128,1,4
7340,129000,2,2,96,1,4
7341,219000,0,1,50,1,5
7342,399000,1,3,190,1,0
7343,250000,1,2,90,1,5
7344,180000,12,2,87,1,4
7349,155000,0,1,65,1,2
7379,340000,2,2,87,1,0
7384,370000,0,2,96,1,0
7400,1550000,3,3,125,2,5
7401,249000,1,1,70,1,5
7404,260000,5,2,95,1,5
7405,235000,2,2,95,1,4
7406,189000,3,2,89,1,0
7407,220000,2,2,79,1,4
7409,244000,5,2,77,1,4
7410,118000,0,3,113,1,4
7411,366000,1,2,82,1,5
7412,105000,1,1,82,1,4
7413,110000,0,1,99,1,4
7414,601000,2,3,146,2,5
7415,302950,0,2,93,1,5
7416,315700,1,2,98,1,5
7417,240000,1,1,70,1,3
7418,220000,3,1,64,1,3
7419,240000,2,1,70,1,3
7421,219000,1,2,91,1,4
7422,189000,1,1,62,1,4
7423,182500,2,2,85,1,4
7424,210000,1,2,75,1,4
7425,179000,3,2,75,1,4
7426,215000,1,1,71,1,3
7427,199000,3,1,51,1,4
7429,185000,3,2,91,1,4
7430,249000,1,2,71,1,5
7431,125000,5,1,74,1,4
7432,215000,2,2,72,1,4
7433,144000,0,1,48,1,2
7434,649000,0,4,208,3,5
7436,320000,3,2,78,1,0
7437,369000,0,6,327,2,2
7438,255000,0,1,134,1,5
7439,295000,0,3,141,1,4
7440,225000,0,1,82,1,4
7441,465000,0,2,113,1,5
7442,699000,4,5,242,1,2
7443,1590000,4,3,236,2,3
7444,895000,3,2,135,1,5
7445,530000,3,2,117,1,5
7447,319000,5,3,108,1,2
7449,268000,0,2,93,1,3
7450,200000,2,1,42,1,2
7451,155000,1,1,35,1,4
7452,1095000,1,2,249,2,4
7453,559000,3,2,104,2,4
7454,195000,3,1,42,1,2
7455,375000,10,2,90,1,4
7456,275000,2,1,48,1,4
7457,360000,1,2,105,1,5
7458,300000,2,2,90,1,5
7459,637500,3,2,82,1,5
7460,210000,0,1,51,1,5
7461,224750,1,2,69,1,4
7462,259000,1,2,94,1,5
7463,259000,1,2,94,1,4
7464,249000,0,3,140,1,0
7465,279000,2,2,127,1,4
7466,295000,2,2,94,1,4
7469,175000,1,2,58,1,2
7470,535000,4,4,181,3,2
7471,215000,3,2,74,1,2
7472,195000,3,4,135,1,2
7473,175000,1,2,80,1,2
7474,165000,0,1,52,1,2
7475,248000,1,2,85,1,3
7476,169000,0,1,75,1,4
7477,495000,2,4,151,2,4
7478,795000,1,4,197,2,4
7479,295000,7,1,65,1,4
7481,1795000,3,3,125,3,5
7482,845000,4,3,75,3,5
7484,225000,1,3,145,1,4
7485,269000,1,2,102,1,5
7486,298000,1,3,97,1,5
7487,274000,1,2,110,1,5
7488,225000,0,2,88,1,5
7489,1295000,0,3,260,3,5
7490,210000,4,1,50,1,4
7491,325000,1,1,82,1,5
7492,225000,0,2,67,1,5
7493,460000,1,2,218,1,5
7495,370000,7,2,100,1,5
7496,445000,0,3,107,1,5
7497,119900,0,3,95,1,4
7498,275000,8,1,75,1,4
7499,225000,5,1,54,1,4
7500,305000,0,1,105,1,4
7501,125000,0,1,70,1,0
7502,335000,2,2,70,1,4
7503,550000,2,3,146,2,5
7505,385000,0,2,189,1,5
7506,265000,1,2,75,1,4
7507,340000,3,2,90,1,5
7509,485000,0,4,255,1,4
7510,368000,0,2,105,1,3
7511,249000,2,1,69,1,5
7513,299000,0,3,102,1,4
7514,149000,9,2,87,1,0
7515,335000,1,3,168,1,4
7516,335000,1,2,120,1,4
7517,199000,10,2,85,1,4
7518,145000,0,1,110,1,4
7519,249000,1,2,89,1,4
7520,215000,2,2,101,1,4
7521,215000,1,2,101,1,4
7523,425000,3,3,250,2,4
7524,289000,2,2,125,1,4
7526,289000,2,2,125,1,4
7527,165000,1,0,45,1,4
7528,199000,1,2,95,1,4
7530,289000,1,2,100,1,4
7531,420000,3,3,92,1,4
7533,135000,5,1,42,1,4
7534,110000,1,0,34,1,0
7535,265000,2,3,101,1,4
7537,349000,1,2,82,1,4
7538,199000,1,2,83,1,4
7539,399000,2,3,150,2,4
7540,129000,1,1,18,1,4
7541,275000,2,3,120,1,4
7542,435000,5,3,160,2,4
7543,125000,2,1,18,1,4
7544,120000,1,1,18,1,4
7546,195000,0,1,71,1,4
7547,389000,0,2,122,1,4
7548,259000,1,2,93,1,4
7549,275000,3,2,92,1,4
7550,249000,2,2,104,1,4
7551,240000,1,2,115,1,5
7552,219000,6,2,83,1,4
7553,219000,4,3,105,1,0
7554,329000,3,2,72,1,4
7555,275000,3,2,90,1,4
7557,239000,1,2,96,1,4
7558,330000,1,2,110,1,0
7559,345000,14,2,91,1,4
7561,385000,4,3,90,1,0
7566,198000,4,1,35,1,4
7568,295000,0,3,126,2,2
7573,649000,3,3,135,3,5
7575,279000,3,2,108,1,3
7576,275000,2,2,110,1,4
7577,249000,4,2,80,1,4
7578,319000,1,2,103,1,5
7581,369000,0,2,130,1,4
7583,235000,2,2,97,1,4
7588,525000,8,2,80,1,5
7590,299500,0,2,80,1,3
7593,345000,1,2,103,1,3
7595,219000,2,2,75,1,4
7597,239000,10,1,75,1,3
7598,269000,3,1,78,1,4
7599,259000,6,1,52,1,4
7600,275000,3,3,130,1,3
7601,365000,1,2,86,2,4
7602,190000,2,3,84,1,4
7603,289000,0,1,91,1,4
7604,331750,2,2,93,1,4
7605,799000,0,2,75,1,4
7606,345000,0,2,94,1,4
7607,659000,2,3,246,2,5
7609,315000,0,1,67,1,5
7610,275000,4,2,95,1,5
7611,289000,0,2,87,1,4
7612,299000,2,3,110,1,4
7613,239000,6,2,87,1,4
7614,375000,2,3,145,1,5
7615,189000,8,1,37,1,5
7616,519000,0,3,185,1,3
7618,215000,13,2,85,1,4
7619,165000,2,2,81,1,4
7620,289000,1,2,102,1,3
7622,229000,0,1,87,1,3
7623,209000,2,2,80,1,4
7624,495000,7,3,130,2,4
7625,595000,3,2,87,2,4
7626,249000,5,2,99,1,4
7627,580000,4,2,101,1,4
7628,185000,1,1,57,1,5
7629,237500,1,3,99,1,4
7630,169000,1,1,57,1,3
7631,240000,14,2,84,1,3
7632,295000,2,2,95,1,3
7633,109000,4,1,27,1,2
7634,222000,2,2,86,1,4
7635,185000,2,1,55,1,5
7636,233000,4,3,112,1,4
7637,415000,3,1,139,1,5
7638,325000,1,1,58,1,5
7639,325000,1,1,58,1,5
7640,189000,3,2,86,1,0
7641,199000,3,1,42,1,5
7642,129000,1,1,46,1,0
7644,225000,1,2,102,1,4
7645,179000,0,2,115,1,0
7646,339000,6,3,120,1,3
7647,179000,3,1,71,1,4
7651,349000,1,3,166,1,4
7652,335000,4,2,106,1,4
7653,479000,3,2,170,1,4
7654,520000,1,1,82,1,5
7655,289000,3,1,63,1,3
7657,299000,3,3,80,1,5
7658,840000,10,3,194,2,4
7659,699000,2,2,138,1,5
7661,419000,2,2,75,1,5
7662,245000,0,2,70,1,0
7664,415000,2,3,171,1,4
7665,425000,1,2,147,1,4
7668,480000,2,2,112,1,5
7669,285000,2,2,95,1,4
7672,165000,9,0,46,1,0
7675,199000,2,1,51,1,5
7676,274000,2,2,118,1,4
7677,459000,6,2,105,1,3
7678,340000,2,2,97,1,4
7679,385000,3,1,54,1,4
7681,995000,2,3,199,1,5
7682,765000,0,2,124,2,5
7683,469000,3,3,115,1,5
7685,430000,0,2,140,1,5
7687,95000,0,2,100,1,4
7688,319000,3,1,91,1,3
7690,425000,0,3,170,1,3
7691,195000,5,2,95,1,0
7694,285000,6,1,70,1,4
7695,475000,1,2,85,2,5
7697,349500,3,2,94,1,4
7698,354000,1,2,90,1,5
7700,225000,3,1,60,1,4
7701,290000,3,1,76,1,4
7702,330000,1,3,109,1,4
7703,225000,4,3,103,1,5
7707,375000,2,2,93,1,5
7708,149000,1,1,65,1,4
7709,379000,1,3,115,1,5
7710,299000,1,2,97,1,5
7712,200000,1,0,23,1,3
7713,159000,3,3,90,1,1
7714,255000,2,1,41,1,3
7716,635000,5,3,120,1,5
7718,265000,1,2,80,1,4
7719,292500,1,2,106,1,3
7724,265000,2,2,80,1,5
7726,569000,2,2,142,2,5
7728,570000,7,2,101,2,5
7729,325000,1,3,118,1,4
7731,249000,7,2,91,1,4
7732,250000,1,3,130,1,4
7733,195000,3,2,90,1,0
7734,310000,0,3,250,1,4
7735,145000,7,0,44,1,4
7737,159000,11,0,38,1,4
7739,338000,5,3,100,1,0
7740,249000,1,2,82,1,3
7741,220000,2,2,70,1,3
7744,165000,0,2,87,1,4
7746,185000,3,3,94,1,4
7749,169000,0,2,75,1,5
7752,335000,1,2,75,1,4
7753,215000,2,2,106,1,4
7754,395000,0,2,110,1,3
7755,369000,0,2,80,1,5
7762,1250000,3,3,118,3,0
7763,209000,3,2,78,1,0
7764,260000,1,2,100,1,5
7767,125000,1,1,17,1,5
7768,129500,1,1,41,1,5
7769,299000,1,2,92,1,3
7770,245000,2,3,81,1,5
7771,1175000,5,3,90,2,3
7772,225000,8,1,68,1,5
7773,335000,5,2,58,2,5
7774,295000,3,1,78,1,5
7778,350000,3,2,75,1,5
7779,225000,0,0,18,1,5
7780,439000,2,3,115,1,5
7781,445000,4,2,95,1,5
7784,155000,3,1,51,1,0
7786,155000,1,1,51,1,4
7788,270000,2,2,89,1,5
7790,435000,0,2,126,1,5
7791,320000,1,2,83,1,5
7792,250000,3,1,60,1,5
7793,355000,0,3,101,2,5
7794,310000,0,2,90,1,5
7795,385000,0,3,104,2,5
7796,395000,0,2,117,2,5
7797,455000,2,2,151,2,5
7798,470000,0,3,133,2,5
7799,440000,0,2,130,1,5
7800,299000,0,1,81,1,4
7801,510000,2,3,175,2,5
7802,315000,5,2,88,1,4
7803,625000,4,3,246,1,4
7805,150000,3,2,70,1,2
7806,125000,0,1,54,1,2
7807,125000,1,1,50,1,2
7808,125000,2,1,50,1,2
7811,280000,5,2,90,1,0
7815,455000,0,2,125,1,4
7817,180000,2,0,29,1,3
7819,595000,2,3,132,2,5
7821,245000,3,1,55,1,3
7822,449000,0,3,120,2,0
7823,219000,2,2,67,1,4
7824,209000,5,1,71,1,0
7827,595000,7,2,141,2,5
7829,239000,3,1,65,1,4
7830,750000,0,2,100,1,3
7831,270000,5,2,75,1,0
7833,265000,2,3,100,1,4
7834,235000,2,1,44,2,4
7835,495000,3,3,163,1,0
7838,195000,0,2,100,1,5
7839,250000,3,2,80,1,5
7840,185000,0,3,90,1,5
7841,489000,2,2,134,1,4
7842,255000,1,2,85,1,3
7843,330000,2,2,92,1,4
7847,149000,1,2,94,1,4
7848,184000,0,1,88,1,4
7849,369000,0,3,107,2,4
7851,149000,2,2,70,1,2
7852,325000,2,2,90,1,4
7853,340000,0,2,74,1,5
7854,299000,3,4,106,1,3
7855,245000,1,1,81,1,5
7856,250000,1,2,102,1,3
7857,300000,4,2,83,1,5
7859,165000,2,2,66,1,5
7862,199000,0,2,88,1,4
7864,165000,3,2,94,1,4
7865,125000,3,2,72,1,4
7866,165000,1,2,76,1,4
7867,139000,2,2,82,1,4
7870,99000,0,1,35,1,2
7875,239000,1,1,62,1,4
7876,685000,4,3,85,2,4
7879,330000,2,2,94,1,2
7880,435000,7,2,110,2,4
7882,289000,3,3,120,1,5
7883,114000,8,0,37,1,1
7884,235000,2,3,99,1,4
7885,220000,14,2,81,1,4
7886,159000,3,1,70,1,4
7887,320000,3,3,120,1,4
7890,420000,0,2,92,1,5
7891,225000,7,2,90,1,4
7892,170000,1,2,102,1,3
7897,860000,3,3,175,1,5
7899,398000,1,1,93,1,4
7900,99000,3,2,48,1,4
7901,280000,1,2,97,2,5
7902,266000,3,2,92,2,5
7903,359000,0,3,186,1,4
7904,290000,3,2,82,1,4
7906,235000,0,2,97,1,4
7907,169000,14,2,125,1,4
7908,249000,0,1,105,1,4
7909,220000,0,2,105,1,4
7910,199000,0,1,64,1,2
7911,658000,3,3,133,2,5
7913,549000,3,4,180,1,4
7914,349000,1,3,110,1,4
7915,250000,1,2,110,2,4
7923,275000,1,2,96,1,5
7924,290000,3,1,76,1,4
7925,245000,0,2,88,1,3
7926,265000,0,3,111,1,4
7927,209000,1,2,71,1,4
7928,239000,2,2,98,1,4
7933,170000,0,1,47,1,4
7936,185000,3,1,43,1,4
7939,239000,1,1,62,1,4
7940,265000,2,2,130,1,0
7941,700000,6,4,199,2,4
7942,439000,1,1,144,1,4
7943,275000,1,2,70,1,4
7944,100000,0,1,80,1,0
7945,345000,14,2,91,1,4
7946,169000,9,2,70,1,4
7947,550000,3,3,102,1,4
7949,295000,0,2,95,1,4
7951,295000,0,2,65,1,5
7952,280000,1,2,65,1,5
7954,189000,1,1,55,1,5
7959,519000,0,3,138,1,5
7960,215000,1,2,80,1,4
7961,198000,7,2,84,1,4
7962,279000,1,1,90,1,5
7966,299000,2,2,143,1,5
7967,299000,0,2,130,1,4
7969,445000,6,5,300,2,0
7971,249900,3,2,90,1,4
7972,355000,0,2,139,1,4
7973,275000,4,2,113,1,2
7974,228500,5,2,89,1,3
7975,142318,0,2,99,1,4
7977,425000,3,3,159,1,4
7980,125000,4,0,40,1,2
7981,298000,4,3,105,1,5
7982,354000,0,3,129,2,4
7983,274000,5,1,51,1,5
7984,139000,7,0,30,1,5
7986,685000,2,3,164,2,4
7987,319000,2,2,136,1,4
7996,1100000,6,3,179,2,4
7997,350000,0,2,83,1,4
7998,425000,1,3,133,1,5
8000,389000,9,2,85,1,3
8001,285000,0,2,91,1,4
8002,259000,2,2,87,1,4
8003,290000,2,3,107,1,4
8004,229000,0,1,76,1,0
8005,230000,3,2,90,1,4
8006,227500,3,2,82,1,4
8122,315000,3,2,95,1,5
8127,125000,0,1,45,1,4
8128,199000,0,2,103,1,4
8130,245000,0,1,77,1,4
8132,595000,1,3,147,1,4
8133,850250,1,2,129,1,4
8137,284000,2,2,96,1,4
8138,285000,0,3,162,1,4
8139,1635000,1,3,230,2,5
8140,525000,1,2,130,2,4
8141,349000,9,2,89,2,4
8142,220000,3,3,127,1,4
8144,799000,2,3,169,2,5
8145,270000,1,1,66,1,5
8146,425000,6,2,79,2,4
8147,275000,3,1,73,1,4
8160,230000,1,3,95,1,4
8161,320000,1,2,90,1,2
8174,219900,4,2,104,1,4
8178,395000,2,3,115,1,5
8179,299000,0,2,86,1,4
8183,315000,2,2,104,1,3
8189,299000,0,1,74,1,4
8191,495000,3,4,279,3,4
8192,219000,2,1,75,1,4
8194,120000,8,1,35,1,3
8195,299000,2,2,90,1,4
8198,112000,3,0,35,1,2
8199,280000,3,1,64,1,4
8200,325000,0,3,100,1,4
8202,265000,4,3,120,1,4
8203,315000,0,2,84,1,3
8205,275000,5,3,126,1,4
8206,229000,3,2,82,1,0
8207,249000,7,2,89,1,4
8208,385000,1,2,85,1,5
8209,485000,0,3,156,1,5
8211,167000,2,2,95,1,4
8216,235000,1,2,80,1,3
8218,169000,2,1,69,1,0
8219,215000,3,2,92,1,5
8220,179000,1,2,97,1,0
8222,209000,3,2,137,1,0
8223,315000,3,2,125,1,5
8224,149000,1,2,79,1,4
8225,215000,0,3,114,1,4
8226,249995,3,2,121,1,4
8227,234000,3,2,103,1,4
8228,219000,2,2,83,1,3
8229,299000,0,2,144,2,4
8230,210000,3,3,93,1,5
8231,205000,3,2,90,1,4
8232,189000,3,2,84,1,4
8233,210000,3,2,91,1,5
8235,169500,2,2,76,1,4
8236,249000,1,2,84,1,4
8237,249000,2,2,91,1,4
8238,185000,3,2,86,1,5
8239,199000,4,2,94,1,4
8241,299000,1,3,172,1,4
8243,219000,6,2,94,1,4
8244,219000,5,2,109,1,4
8245,265000,1,2,107,1,4
8246,180000,3,2,86,1,0
8247,189000,2,2,71,1,0
8249,182000,0,1,60,1,4
8251,115000,6,2,50,1,4
8252,155000,0,0,34,1,4
8255,180000,1,1,45,1,4
8257,150000,4,2,80,1,4
8260,399000,0,2,100,1,3
8261,249000,1,2,86,1,4
8262,220000,2,2,106,1,4
8264,250000,5,1,55,1,4
8265,299000,1,2,110,1,4
8266,249000,1,1,50,1,3
8267,349000,0,2,115,1,4
8268,299000,2,2,80,1,3
8269,249000,0,1,69,1,4
8270,269000,3,1,86,1,4
8272,450000,3,3,120,2,5
8273,349000,1,2,90,1,4
8275,275000,7,2,77,1,2
8276,420000,3,2,97,1,5
8278,249000,1,2,83,1,3
8279,320000,1,2,112,1,4
8284,199000,3,2,83,1,4
8285,215000,0,1,65,1,5
8286,349000,1,3,160,1,5
8287,148750,6,1,61,1,3
8289,249000,0,1,82,1,4
8291,349000,1,3,120,1,5
8292,175000,4,1,56,1,0
8298,249000,2,2,101,1,0
8301,274000,0,3,112,1,5
8302,210000,0,1,54,1,4
8306,1285000,1,3,93,2,5
8307,369000,0,2,107,2,3
8308,235000,0,2,78,1,3
8309,230000,0,2,78,1,3
8310,249000,0,2,77,1,3
8314,239000,0,2,77,1,3
8319,265000,0,3,117,1,5
8323,245000,2,2,81,1,3
8325,145000,0,0,40,1,0
8327,145000,2,2,84,1,0
8333,349000,6,2,65,1,5
8336,349000,1,3,128,1,3
8337,144000,3,1,46,1,3
8340,85000,3,1,35,1,0
8341,289000,0,3,99,1,4
8342,227500,0,2,86,1,4
8344,220000,0,2,100,1,4
8346,1850000,4,3,285,1,5
8348,449000,6,2,120,1,5
8349,289000,2,3,100,2,4
8351,250000,2,2,118,1,5
8353,1100000,6,3,179,2,5
8354,169000,0,1,86,1,4
8355,1325000,2,3,180,3,5
8356,395000,3,2,95,1,4
8357,210856,1,2,89,1,5
8358,233858,1,2,115,1,5
8360,173477,1,1,59,1,5
8362,239000,2,3,155,1,0
8363,210000,2,3,150,1,0
8364,269000,0,2,80,1,4
8365,210000,1,2,103,1,5
8366,159000,0,2,67,1,4
8367,325000,0,1,60,1,5
8368,195000,1,2,70,1,5
8369,500000,1,2,161,1,4
8370,345000,6,2,101,1,4
8371,499000,1,3,163,1,5
8372,170000,0,2,105,1,4
8373,359000,2,4,175,2,5
8374,330000,2,2,83,1,5
8375,599000,2,3,180,2,4
8377,1795000,0,3,150,3,5
8378,185000,0,2,70,1,4
8379,115000,0,2,78,1,4
8381,239000,2,2,95,1,5
8382,249000,2,2,104,1,4
8383,175000,2,1,45,1,4
8384,239000,1,2,70,1,4
8385,289000,0,2,93,1,4
8387,289000,0,2,93,1,4
8388,119000,3,1,69,1,4
8389,205000,3,3,145,1,5
8390,220000,0,0,38,1,5
8391,1495000,2,3,200,2,5
8392,385000,3,2,87,1,4
8393,200000,2,2,70,1,4
8394,1495000,2,3,210,2,5
8395,1030000,4,3,136,1,5
8396,259000,0,2,80,1,3
8397,389000,1,2,102,1,4
8398,769000,1,3,203,2,5
8400,329000,1,3,110,1,4
8401,299000,3,2,99,1,5
8402,149000,2,1,71,1,0
8403,240000,1,2,113,1,5
8404,445000,0,2,116,1,5
8406,117000,0,3,85,1,4
8407,225000,0,2,80,1,4
8408,239000,1,2,90,1,4
8409,295000,2,1,56,1,5
8410,735000,1,2,62,1,5
8411,225000,10,3,80,1,4
8412,99000,0,1,35,1,4
8413,647000,2,2,123,2,5
8414,217500,1,2,135,1,5
8415,189000,10,3,90,1,4
8416,248000,0,2,77,1,4
8417,399900,0,3,107,2,5
8418,925000,1,2,217,1,5
8423,195000,12,2,70,1,5
8424,135000,2,1,33,1,4
8425,850000,3,3,120,2,0
8426,280000,2,2,85,1,4
8429,349000,0,2,87,1,4
8430,279000,1,1,71,1,3
8431,395000,2,2,137,1,5
8432,395000,2,2,140,1,5
8433,139000,10,1,56,1,4
8434,1345000,0,2,214,2,5
8435,192000,7,1,65,1,4
8436,449000,1,2,110,2,5
8437,295000,0,3,159,1,5
8438,330000,3,3,110,1,5
8439,286000,0,3,131,2,5
8440,485000,4,1,70,1,5
8441,180000,1,2,88,1,4
8442,180000,1,2,88,1,4
8444,275000,4,2,83,1,5
8445,339000,0,3,125,1,4
8446,239000,2,2,90,1,4
8447,295000,5,2,90,1,5
8449,245000,6,1,40,1,4
8451,265000,1,3,107,2,4
8463,183000,2,2,83,2,4
8475,280000,8,2,88,1,2
8477,319000,2,2,85,1,4
8481,295000,6,3,120,2,2
8482,275000,1,3,133,1,4
8483,430000,6,3,110,1,0
8484,240000,5,2,60,1,4
8486,269000,2,2,91,1,4
8487,315000,0,2,102,1,4
8490,185000,0,3,98,1,5
8492,880855,0,2,310,2,5
8493,349000,0,3,186,1,4
8494,299500,2,2,100,1,4
8497,247000,1,2,96,1,4
8498,169000,2,1,67,1,4
8503,169000,2,1,47,1,5
8504,289000,4,2,85,1,3
8505,259000,4,2,101,1,4
8506,385000,3,3,105,1,0
8507,210000,0,2,81,1,4
8508,230000,3,1,62,1,3
8509,258500,1,2,100,1,4
8511,169000,0,2,75,1,4
8512,150000,7,2,75,1,0
8513,220000,1,2,85,1,4
8514,280000,2,2,93,1,0
8516,290000,3,2,91,1,4
8517,495000,9,3,176,2,4
8518,355000,0,2,87,1,4
8519,315000,3,2,86,1,4
8522,355000,4,2,100,1,4
8525,850000,0,3,183,1,4
8527,170000,4,1,54,1,4
8528,850000,0,3,183,1,4
8529,434000,2,3,120,2,2
8530,239000,0,2,100,1,5
8532,249000,0,3,127,1,4
8534,795000,2,2,180,1,4
8535,295000,2,2,61,1,4
8538,245000,2,2,90,1,4
8540,695000,0,2,88,1,4
8541,319000,0,4,172,1,4
8542,220000,0,2,102,1,4
8544,245000,1,0,50,1,5
8547,495000,2,2,177,1,4
8548,219000,2,2,91,2,4
8549,215000,2,2,79,2,4
8554,399000,3,2,120,1,3
8556,415000,2,2,98,1,4
8557,310000,0,2,114,1,4
8558,299000,1,3,160,1,4
8559,465000,1,2,99,2,5
8560,185000,3,2,86,1,0
8562,435000,2,2,96,1,4
8564,125000,0,2,68,1,4
8565,199500,3,1,52,1,4
8566,299000,0,1,65,1,4
8582,249000,1,2,80,1,4
8583,209000,0,2,90,1,4
8585,95000,5,1,45,1,4
8586,795000,4,2,135,1,4
8588,285000,1,3,117,1,4
8590,1100000,3,4,281,3,4
8591,425000,2,2,240,1,4
8592,209000,3,2,120,1,4
8593,335000,2,1,55,1,3
8595,235000,0,1,85,1,5
8598,299000,10,2,80,1,3
8600,185250,2,2,83,1,0
8603,195000,2,3,82,1,4
8606,390000,0,3,176,1,4
8609,185000,2,2,100,1,4
8610,220000,2,2,68,1,4
8611,188000,3,1,51,1,4
8612,285000,0,1,70,1,0
8613,350000,2,3,170,2,4
8617,119000,4,1,40,1,4
8619,598000,0,2,154,1,4
8620,245000,3,2,119,1,4
8621,315000,4,2,91,1,2
8623,199000,2,2,86,1,4
8625,149000,4,1,45,1,5
8629,525000,14,3,131,1,5
8631,395000,3,3,129,1,4
8632,375000,2,4,150,1,4
8637,695000,5,2,163,2,4
8639,359000,3,2,86,2,4
8642,315000,0,2,103,1,4
8643,95000,1,2,83,1,2
8644,185000,3,2,90,1,4
8649,260000,2,2,63,1,4
8650,545000,14,3,140,1,5
8651,235000,0,1,81,1,2
8659,199000,0,1,78,1,4
8660,95000,5,0,35,1,2
8661,260000,6,2,109,1,5
8662,254000,6,3,90,1,4
8663,230000,0,1,71,1,0
8664,199000,0,1,50,1,2
8665,205000,3,1,56,1,2
8666,215000,2,1,56,1,4
8667,165000,1,1,40,1,2
8668,545000,14,3,142,1,5
8670,370000,2,2,133,2,5
8671,199000,1,2,106,1,4
8673,255000,6,0,44,1,5
8674,320000,2,1,84,1,5
8675,165000,3,1,40,1,2
8676,164000,1,2,87,1,4
8677,224900,0,1,70,1,5
8678,234900,0,1,72,1,5
8679,199900,1,1,67,1,5
8680,299900,2,3,103,2,5
8681,274900,1,2,86,1,5
8683,280000,5,3,74,1,4
8684,199000,2,2,103,1,4
8686,189000,0,1,67,1,4
8687,565000,0,2,134,1,4
8688,239000,7,2,77,1,4
8689,1299000,5,4,260,3,4
8691,179000,0,1,69,1,5
8693,425000,0,3,135,1,0
8694,459000,3,2,220,1,4
8695,345000,1,2,72,1,4
8696,215000,6,2,83,1,3
8697,225000,3,2,82,1,4
8698,185000,4,1,38,1,4
8700,160000,2,2,75,1,4
8701,275000,0,2,94,1,5
8702,299000,0,3,120,1,4
8704,165000,2,1,75,1,4
8705,599500,0,2,107,2,3
8706,785000,2,3,135,2,5
8707,599500,0,2,107,2,5
8708,269000,1,3,110,1,5
8709,700000,1,3,155,2,5
8710,455000,1,1,76,1,5
8711,785000,2,3,135,2,5
8712,225000,1,2,73,1,4
8713,250000,5,3,110,1,3
8714,369000,0,3,171,1,5
8720,169000,5,1,65,1,0
8721,154500,6,1,30,1,4
8722,154500,6,1,30,1,4
8724,349000,2,2,115,2,5
8725,155000,5,3,118,1,4
8726,188000,1,1,56,1,4
8729,430000,2,3,93,2,4
8730,450000,0,3,135,1,5
8731,179000,7,2,78,1,0
8733,325000,3,2,98,1,4
8735,440000,0,1,152,1,4
8736,259000,5,2,100,1,4
8737,325000,1,2,90,1,4
8738,241500,1,2,139,1,4
8739,285000,2,2,90,1,4
8740,219000,2,2,80,1,3
8746,520000,0,4,302,2,3
8748,279000,0,2,90,1,4
8750,249000,1,2,65,1,0
8752,259000,0,2,76,1,4
8754,265000,1,2,100,1,5
8755,169000,0,2,76,1,0
8756,250000,0,2,92,1,5
8761,259000,3,2,96,1,4
8762,285000,0,3,140,1,4
8764,165000,1,1,60,1,4
8765,248000,3,1,60,1,5
8766,375000,0,2,93,1,4
8767,239000,2,2,93,1,3
8768,439000,2,2,109,1,4
8769,229000,0,3,130,1,4
8770,245000,1,2,75,1,4
8775,295000,0,2,90,1,5
8777,250000,4,2,98,1,5
8779,329000,4,2,103,1,5
8780,269000,2,1,70,1,4
8781,274000,2,2,80,1,0
8782,449000,3,2,73,1,3
8783,269000,5,2,74,1,4
8786,165000,1,0,18,1,5
8804,245000,1,1,82,1,5
8814,335000,1,2,120,1,5
8816,285000,0,2,84,1,3
8818,219000,1,1,58,1,5
8819,965000,1,4,344,2,4
8821,450000,0,5,200,2,4
8823,349000,2,3,230,3,4
8826,237500,2,3,119,1,5
8830,215000,0,2,74,1,5
8834,275000,3,2,82,1,5
8835,215000,1,2,117,1,5
8836,110000,0,1,70,1,0
8837,120000,0,2,74,1,0
8842,189000,3,2,60,1,3
8845,450000,1,3,130,1,0
8846,199000,0,3,154,1,0
8847,445000,0,3,208,1,5
8848,169000,0,2,83,1,0
8850,229000,1,2,90,1,5
8852,249000,0,2,111,1,5
8856,695000,2,2,89,2,5
8857,545000,2,2,105,2,4
8858,205000,1,2,85,1,4
8859,349000,2,2,80,1,4
8862,235000,2,2,87,1,4
